   0.0000000e+00	  -1.1250000e-05	
   5.0000000e-03	  -1.1291000e-05	
   1.0000000e-02	  -1.1188000e-05	
   1.5000000e-02	  -1.1230000e-05	
   2.0000000e-02	  -1.1129000e-05	
   2.5000000e-02	  -1.1161000e-05	
   3.0000000e-02	  -1.1051000e-05	
   3.5000000e-02	  -1.1109000e-05	
   4.0000000e-02	  -1.0971000e-05	
   4.5000000e-02	  -1.0960000e-05	
   5.0000000e-02	  -1.0875000e-05	
   5.5000000e-02	  -1.1006000e-05	
   6.0000000e-02	  -1.0859000e-05	
   6.5000000e-02	  -1.0798000e-05	
   7.0000000e-02	  -1.0716000e-05	
   7.5000000e-02	  -1.0863000e-05	
   8.0000000e-02	  -1.0853000e-05	
   8.5000000e-02	  -1.0972000e-05	
   9.0000000e-02	  -1.0986000e-05	
   9.5000000e-02	  -1.0971000e-05	
   1.0000000e-01	  -1.0697000e-05	
   1.0500000e-01	  -1.0674000e-05	
   1.1000000e-01	  -1.0429000e-05	
   1.1500000e-01	  -1.0093000e-05	
   1.2000000e-01	  -9.5993000e-06	
   1.2500000e-01	  -9.3019000e-06	
   1.3000000e-01	  -8.7954000e-06	
   1.3500000e-01	  -8.5278000e-06	
   1.4000000e-01	  -8.2116000e-06	
   1.4500000e-01	  -7.9699000e-06	
   1.5000000e-01	  -7.8408000e-06	
   1.5500000e-01	  -7.5529000e-06	
   1.6000000e-01	  -7.5255000e-06	
   1.6500000e-01	  -8.6124000e-06	
   1.7000000e-01	  -9.4523000e-06	
   1.7500000e-01	  -9.8393000e-06	
   1.8000000e-01	  -1.0363000e-05	
   1.8500000e-01	  -1.0851000e-05	
   1.9000000e-01	  -1.0510000e-05	
   1.9500000e-01	  -9.6474000e-06	
   2.0000000e-01	  -8.7698000e-06	
   2.0500000e-01	  -8.3423000e-06	
   2.1000000e-01	  -7.6588000e-06	
   2.1500000e-01	  -6.5635000e-06	
   2.2000000e-01	  -5.8243000e-06	
   2.2500000e-01	  -5.7675000e-06	
   2.3000000e-01	  -5.0287000e-06	
   2.3500000e-01	  -4.0741000e-06	
   2.4000000e-01	  -3.9616000e-06	
   2.4500000e-01	  -4.5901000e-06	
   2.5000000e-01	  -4.6195000e-06	
   2.5500000e-01	  -4.6558000e-06	
   2.6000000e-01	  -5.0133000e-06	
   2.6500000e-01	  -7.0551000e-06	
   2.7000000e-01	  -1.1490000e-05	
