0	0.0003075
0.01	0.0005249
0.02	0.00090325
0.03	0.00098866
0.04	0.00096804
0.05	0.00099594
0.06	0.0010258
0.07	0.0010553
0.08	0.0010808
0.09	0.0010917
0.1	0.0010804
0.11	0.001047
0.12	0.0009976
0.13	0.00092909
0.14	0.00083287
0.15	0.00070978
0.16	0.00056839
0.17	0.00042103
0.18	0.000288
0.19	0.0001901
0.2	0.00013491
0.21	0.0001138
0.22	0.00011327
0.23	0.0001057
0.24	6.9361e-05
0.25	-1.6442e-06
0.26	-0.00010585
0.27	-0.00021409
0.28	-0.0002907
0.29	-0.00032787
0.3	-0.00030577
0.31	-0.00019079
0.32	1.8515e-06
0.33	0.0002124
0.34	0.00039129
0.35	0.0005037
0.36	0.00051026
0.37	0.00040844
0.38	0.00026689
0.39	0.00014728
0.4	6.8876e-05
0.41	6.2744e-05
0.42	0.00016101
0.43	0.00034397
0.44	0.0005929
0.45	0.00091481
0.46	0.0012714
0.47	0.0015585
0.48	0.0016779
0.49	0.0015974
0.5	0.0013532
0.51	0.0010004
0.52	0.00059144
0.53	0.00020679
0.54	-0.00010574
0.55	-0.00025823
0.56	-3.341e-05
0.57	0.00061587
0.58	0.0013284
0.59	0.0017105
0.6	0.0017188
0.61	0.001408
0.62	0.00076892
0.63	-6.6239e-05
0.64	-0.00082373
0.65	-0.0013208
0.66	-0.00155
0.67	-0.0015534
0.68	-0.0014444
0.69	-0.0013764
0.7	-0.0013227
0.71	-0.0011914
0.72	-0.001035
0.73	-0.0010279
0.74	-0.0012677
0.75	-0.0016444
0.76	-0.0020537
0.77	-0.0024281
0.78	-0.0024931
0.79	-0.0021329
0.8	-0.0017377
0.81	-0.0015915
0.82	-0.001647
0.83	-0.0018584
0.84	-0.0020715
0.85	-0.0021004
0.86	-0.0020125
0.87	-0.0018647
0.88	-0.0015256
0.89	-0.00095107
0.9	-0.00023378
0.91	0.00036551
0.92	0.00058488
0.93	0.00044213
0.94	-7.459e-05
0.95	-0.0010474
0.96	-0.0023322
0.97	-0.0037131
0.98	-0.0048618
0.99	-0.0051876
1	-0.0043603
1.01	-0.002784
1.02	-0.0012143
1.03	-7.4806e-05
1.04	0.00068824
1.05	0.0011689
1.06	0.0011942
1.07	0.00071633
1.08	1.5797e-06
1.09	-0.00093002
1.1	-0.0021326
1.11	-0.003284
1.12	-0.0041207
1.13	-0.0043633
1.14	-0.0038228
1.15	-0.0029028
1.16	-0.0017443
1.17	-7.35e-05
1.18	0.0018117
1.19	0.0031949
1.2	0.0037639
1.21	0.0037548
1.22	0.0033599
1.23	0.0025713
1.24	0.0016336
1.25	0.0007657
1.26	-1.0694e-05
1.27	-0.00042489
1.28	-0.00039199
1.29	-0.00023627
1.3	-0.00017509
1.31	-4.5296e-05
1.32	0.00053694
1.33	0.0013816
1.34	0.0021089
1.35	0.0028327
1.36	0.0030659
1.37	0.0023708
1.38	0.001655
1.39	0.0017401
1.4	0.0024669
1.41	0.0033256
1.42	0.003992
1.43	0.0045259
1.44	0.0046986
1.45	0.0040539
1.46	0.0027686
1.47	0.0010536
1.48	-0.0007012
1.49	-0.0016782
1.5	-0.0017582
1.51	-0.0012378
1.52	-0.00014999
1.53	0.0018013
1.54	0.0046174
1.55	0.0070709
1.56	0.0078401
1.57	0.0067734
1.58	0.0040346
1.59	-0.00012714
1.6	-0.0047842
1.61	-0.008811
1.62	-0.011261
1.63	-0.011515
1.64	-0.0094614
1.65	-0.0055328
1.66	-0.0010634
1.67	0.0024467
1.68	0.0046046
1.69	0.0053986
1.7	0.004574
1.71	0.0026896
1.72	0.00076869
1.73	-0.00088586
1.74	-0.0023057
1.75	-0.002882
1.76	-0.001981
1.77	-0.00020906
1.78	0.0013741
1.79	0.0021772
1.8	0.0017742
1.81	-0.00019296
1.82	-0.0034339
1.83	-0.0072253
1.84	-0.011076
1.85	-0.014451
1.86	-0.016346
1.87	-0.016104
1.88	-0.014475
1.89	-0.012315
1.9	-0.0099296
1.91	-0.0078607
1.92	-0.00618
1.93	-0.0039019
1.94	6.6289e-05
1.95	0.0054429
1.96	0.010577
1.97	0.013826
1.98	0.014663
1.99	0.013658
2	0.010842
2.01	0.0058881
2.02	-0.00035664
2.03	-0.0063913
2.04	-0.01058
2.05	-0.011173
2.06	-0.0070777
2.07	0.00052267
2.08	0.0079463
2.09	0.012463
2.1	0.014693
2.11	0.016123
2.12	0.016258
2.13	0.014065
2.14	0.0098442
2.15	0.0041814
2.16	-0.0025606
2.17	-0.009689
2.18	-0.016708
2.19	-0.023017
2.2	-0.027293
2.21	-0.02852
2.22	-0.026324
2.23	-0.021232
2.24	-0.014589
2.25	-0.0078033
2.26	-0.0022253
2.27	0.0016233
2.28	0.0047185
2.29	0.0086974
2.3	0.01446
2.31	0.021006
2.32	0.025712
2.33	0.026945
2.34	0.025881
2.35	0.024619
2.36	0.024065
2.37	0.024197
2.38	0.024091
2.39	0.022261
2.4	0.017828
2.41	0.011041
2.42	0.0030594
2.43	-0.0048847
2.44	-0.01157
2.45	-0.015947
2.46	-0.01774
2.47	-0.017033
2.48	-0.014256
2.49	-0.0094111
2.5	-0.0011178
2.51	0.010038
2.52	0.01944
2.53	0.023041
2.54	0.019646
2.55	0.0092468
2.56	-0.0051877
2.57	-0.017268
2.58	-0.022805
2.59	-0.022759
2.6	-0.018611
2.61	-0.0096466
2.62	0.0035098
2.63	0.016212
2.64	0.022752
2.65	0.021727
2.66	0.015375
2.67	0.0055466
2.68	-0.0059653
2.69	-0.016781
2.7	-0.025055
